City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Praya,CV,7/12/2020 20:26,14.92,-23.51,78.8,78,75,11.41
296,Shira,RU,7/12/2020 20:26,54.49,89.95,55.06,88,12,1.83
297,Chicama,PE,7/12/2020 20:26,-7.84,-79.15,71.51,60,14,9.8
298,Antigonish,CA,7/12/2020 20:21,45.62,-62,80.01,84,59,8.99
299,General Roca,AR,7/12/2020 20:26,-39.03,-67.58,46.4,45,100,4.7
300,Mapiri,BO,7/12/2020 20:26,-15.25,-68.17,84.85,43,26,4.41
301,Esperance,AU,7/12/2020 20:26,-33.87,121.9,50,57,0,20.8
302,Lahij,YE,7/12/2020 20:24,13.17,44.58,90.82,49,51,4.47
303,Sinnamary,GF,7/12/2020 20:23,5.38,-52.95,80.65,84,35,10.27
304,Sola,VU,7/12/2020 20:26,-13.88,167.55,80.2,81,9,28.45
305,Auki,SB,7/12/2020 20:26,-8.77,160.7,78.58,84,92,6.46
306,Hachinohe,JP,7/12/2020 20:26,40.5,141.5,60.8,93,75,1.12
307,Ixtapa,MX,7/12/2020 20:26,20.7,-105.2,89.01,70,40,9.17
308,Tevaitoa,PF,7/12/2020 20:26,-16.78,-151.5,79.65,74,100,17.4
309,Medicina,IT,7/12/2020 20:26,44.48,11.64,71.6,60,0,6.93
310,Paragominas,BR,7/12/2020 20:26,-2.97,-47.48,86.52,61,100,2.13
311,Wahiawa,US,7/12/2020 20:26,21.5,-158.02,84.2,61,90,5.82
312,Quzhou,CN,7/12/2020 20:26,28.96,118.87,78.69,81,100,2.86
313,Ryotsu,JP,7/12/2020 20:26,38.08,138.43,60.8,100,98,1.12
314,Litovko,RU,7/12/2020 20:26,49.24,135.17,61.86,89,0,1.12
315,Port Hardy,CA,7/12/2020 20:25,50.7,-127.42,55.4,93,75,6.93
316,Dawei,MM,7/12/2020 20:26,14.08,98.2,77.22,92,100,8.1
317,Tupik,RU,7/12/2020 20:26,54.43,119.93,61.66,80,53,1.14
318,Ambulu,ID,7/12/2020 20:26,-8.35,113.61,72.77,90,97,2.33
319,Santa Ines,BR,7/12/2020 20:26,-3.67,-45.38,84.29,69,5,2.01
320,Benguela,AO,7/12/2020 20:25,-12.58,13.41,71.69,79,96,5.06
321,Ban Phai,TH,7/12/2020 20:26,16.06,102.73,75.2,94,75,6.93
322,Ambilobe,MG,7/12/2020 20:26,-13.2,49.05,68.68,77,20,3.53
323,Florida Ridge,US,7/12/2020 20:26,27.58,-80.39,87.01,66,20,13.87
324,Hovd,MN,7/12/2020 20:25,48.01,91.64,59.29,74,43,1.9
325,Swan River,CA,7/12/2020 20:26,52.11,-101.27,77.58,58,98,5.84
326,Kargasok,RU,7/12/2020 20:22,59.06,80.86,54.09,97,14,5.5
327,Lana,IT,7/12/2020 20:25,46.61,11.16,71.6,56,2,5.82
328,Kuching,MY,7/12/2020 20:26,1.55,110.33,77,94,40,2.24
329,Bud,US,7/12/2020 20:22,39.45,-86.18,82.99,57,40,3.36
330,Maningrida,AU,7/12/2020 20:26,-12.07,134.27,67.37,56,100,11.7
331,Yasenskaya,RU,7/12/2020 20:26,46.36,38.27,77.07,57,2,8.93
332,Dalby,AU,7/12/2020 20:26,-27.18,151.27,46,92,47,7.7
333,Puerto Escondido,MX,7/12/2020 20:26,15.85,-97.07,84.2,66,75,8.05
334,Hamilton,US,7/12/2020 20:26,39.18,-84.53,84.99,54,40,6.93
335,Coquimbo,CL,7/12/2020 20:23,-29.95,-71.34,60.8,72,40,10.29
336,Kavaratti,IN,7/12/2020 20:26,10.57,72.64,82.47,77,100,13.65
337,Booue,GA,7/12/2020 20:26,-0.09,11.94,73.94,90,100,3.29
338,Sao Gabriel Da Cachoeira,BR,7/12/2020 20:26,-0.13,-67.09,87.8,66,40,4.7
339,Kupang,ID,7/12/2020 20:26,-10.17,123.58,75.07,80,94,10.18
340,Mangrol,IN,7/12/2020 20:26,21.12,70.12,83.5,81,64,15.93
341,Manthani,IN,7/12/2020 20:26,18.65,79.67,83.19,74,100,4.79
342,Goroka,PG,7/12/2020 20:26,-6.08,145.39,56.97,86,97,1.9
343,Tongliao,CN,7/12/2020 20:26,43.61,122.27,72.68,51,100,2.46
344,Durango,MX,7/12/2020 20:24,24.83,-104.83,83.77,23,91,11.45
345,Bilibino,RU,7/12/2020 20:26,68.05,166.44,60.76,78,89,0.49
346,Victoria,HK,7/12/2020 20:22,22.29,114.16,84,79,17,4
347,Sao Joao Da Barra,BR,7/12/2020 20:23,-21.64,-41.05,77,65,85,13.87
348,Lashio,MM,7/12/2020 20:26,22.93,97.75,69.51,100,100,1.54
349,Tan An,VN,7/12/2020 20:25,10.53,106.42,78.8,94,40,2.57
350,Yuncheng,CN,7/12/2020 20:26,35.02,110.99,68.85,79,20,3.11
351,Luanda,AO,7/12/2020 20:24,-8.84,13.23,69.84,86,7,11.52
352,Aklavik,CA,7/12/2020 20:26,68.22,-135.01,53.6,76,75,4.7
353,Launceston,AU,7/12/2020 20:26,-41.45,147.17,39,93,0,6.93
354,Shieli,KZ,7/12/2020 20:26,44.17,66.75,76.44,19,0,9.75
355,Klyuchevskiy,RU,7/12/2020 20:26,53.53,119.45,62.56,79,76,2.42
356,Oussouye,SN,7/12/2020 20:26,12.48,-16.55,80.6,100,75,2.24
357,Beloha,MG,7/12/2020 20:26,-25.17,45.05,66.56,77,30,7.85
358,Itaituba,BR,7/12/2020 20:26,-4.28,-55.98,80.6,83,40,8.05
359,Tsabong,BW,7/12/2020 20:26,-26.02,22.4,50.58,39,0,12.24
360,Kirkwall,GB,7/12/2020 20:26,58.98,-2.96,53.6,87,100,11.41
361,Dodge City,US,7/12/2020 20:26,37.75,-100.02,96.8,34,1,13.87
362,Plettenberg Bay,ZA,7/12/2020 20:26,-34.05,23.37,63.59,31,0,12.15
363,Houma,US,7/12/2020 20:26,29.6,-90.72,97,66,40,13.87
364,Cockburn Town,TC,7/12/2020 20:23,21.46,-71.14,87.8,62,40,8.05
365,Gorlitz,DE,7/12/2020 20:24,51.16,14.99,55.99,76,0,0.78
366,Warrnambool,AU,7/12/2020 20:26,-38.38,142.48,46,96,0,4.41
367,Karachi,PK,7/12/2020 20:23,24.91,67.08,86,84,75,11.41
368,Noumea,NC,7/12/2020 20:26,-22.28,166.46,70,87,40,3.36
369,Chaparral,CO,7/12/2020 20:26,3.72,-75.48,83.25,54,4,3.74
370,Bonthe,SL,7/12/2020 20:21,7.53,-12.51,76.82,82,72,9.51
371,Gao,ML,7/12/2020 20:26,16.64,1.64,92.8,31,51,18.03
372,Black Diamond,US,7/12/2020 20:26,47.31,-122,70,74,76,1.01
373,Necochea,AR,7/12/2020 20:26,-38.55,-58.74,44.01,63,31,8.99
374,Katherine,AU,7/12/2020 20:26,-14.47,132.27,64.4,27,100,9.17
375,Pevek,RU,7/12/2020 20:26,69.7,170.31,48.27,72,79,3.78
376,Saint Pete Beach,US,7/12/2020 20:26,27.73,-82.74,93,1,29,12.86
377,Roald,NO,7/12/2020 20:26,62.58,6.13,53.01,71,40,4.7
378,Walvis Bay,NA,7/12/2020 20:26,-22.96,14.51,55,93,0,4.7
379,Along,IN,7/12/2020 20:26,28.17,94.77,73.42,90,100,1.48
380,Fukue,JP,7/12/2020 20:26,32.69,128.84,78.01,93,100,17.09
381,Moose Factory,CA,7/12/2020 20:24,51.26,-80.61,55.4,93,90,3.36
382,Ponta Do Sol,PT,7/12/2020 20:25,32.67,-17.1,72,74,0,5.66
383,Balabac,PH,7/12/2020 20:26,7.99,117.06,81.16,79,100,6.82
384,Garowe,SO,7/12/2020 20:26,8.41,48.48,83.03,52,86,29.82
385,Hun,LY,7/12/2020 20:26,29.13,15.95,82.35,39,0,13.4
386,Maceio,BR,7/12/2020 20:24,-9.67,-35.74,77,73,20,5.82
387,Herat,AF,7/12/2020 20:26,34.5,62,76.77,26,0,21.63
388,Alappuzha,IN,7/12/2020 20:26,9.49,76.33,79.5,85,40,8.23
389,Narasannapeta,IN,7/12/2020 20:26,18.42,84.05,80.74,85,100,9.6
390,Chizhou,CN,7/12/2020 20:26,30.66,117.48,72.7,95,100,3.98
391,Sungairaya,ID,7/12/2020 20:26,0.7,108.9,77.43,88,90,3.47
392,Urengoy,RU,7/12/2020 20:26,65.97,78.37,57.34,61,100,8.88
393,Huaiyin,CN,7/12/2020 20:26,33.59,119.02,69.24,96,100,7.43
394,Zhigansk,RU,7/12/2020 20:26,66.77,123.37,62.78,68,70,4.21
395,Ranong,TH,7/12/2020 20:26,9.97,98.63,78.89,83,100,4.59
396,Taltal,CL,7/12/2020 20:23,-25.4,-70.48,63.34,60,22,4.81
397,Turukhansk,RU,7/12/2020 20:26,65.82,87.98,57.79,73,100,8.86
398,Ati,TD,7/12/2020 20:26,13.22,18.34,90.7,39,37,6.49
399,Ko Samui,TH,7/12/2020 20:26,9.54,99.94,81.28,81,100,12.08
400,Alta Floresta,BR,7/12/2020 20:26,-9.88,-56.09,96.8,28,40,4.7
401,Saint-Pierre,RE,7/12/2020 20:26,-21.34,55.48,68,72,13,6.93
402,Tshikapa,CD,7/12/2020 20:26,-6.42,20.8,76.95,61,45,0.38
403,Port Augusta,AU,7/12/2020 20:26,-32.5,137.77,42.8,100,90,4.7
404,Bojnurd,IR,7/12/2020 20:23,37.47,57.33,68,77,75,2.24
405,Samarai,PG,7/12/2020 20:24,-10.62,150.67,77.97,87,99,16.44
406,Yulara,AU,7/12/2020 20:23,-25.24,130.99,37.4,74,0,5.82
407,Tombouctou,ML,7/12/2020 20:26,20,-3,102.81,19,0,5.3
408,Ostrovnoy,RU,7/12/2020 20:26,68.05,39.51,48.58,90,100,7.43
409,Stratford-Upon-Avon,GB,7/12/2020 20:26,52.19,-1.71,64,65,61,6.82
410,Esteli,NI,7/12/2020 20:26,13.09,-86.35,78.46,68,67,10.16
411,Polyarnyy,RU,7/12/2020 20:26,69.2,33.45,48.2,93,90,4.47
412,Hobyo,SO,7/12/2020 20:26,5.35,48.53,79.9,75,39,22.86
413,Cidreira,BR,7/12/2020 20:26,-30.18,-50.21,58.28,90,100,10.38
414,Okhotsk,RU,7/12/2020 20:26,59.38,143.3,62.96,63,0,2.89
415,Rafaela,AR,7/12/2020 20:26,-31.25,-61.49,63,24,58,3
416,Lasa,IT,7/12/2020 20:24,46.62,10.7,60.8,59,5,3.36
417,Makakilo City,US,7/12/2020 20:26,21.35,-158.09,84.2,54,75,9.17
418,Iqaluit,CA,7/12/2020 20:26,63.75,-68.51,62.6,51,75,14.99
419,Bengkulu,ID,7/12/2020 20:26,-3.8,102.27,74.55,90,37,3.71
420,Gwadar,PK,7/12/2020 20:26,25.12,62.33,84.04,80,95,8.55
421,Sao Cristovao,BR,7/12/2020 20:26,-11.01,-37.21,80.6,69,40,9.17
422,Rosetta,EG,7/12/2020 20:26,31.4,30.42,78.8,74,40,9.17
423,Christchurch,NZ,7/12/2020 20:23,-43.53,172.63,39,100,14,1.12
424,Banapur,IN,7/12/2020 20:26,19.78,85.18,85.12,79,100,5.28
425,Koumac,NC,7/12/2020 20:26,-20.57,164.28,66.43,82,0,3.83
426,Pangnirtung,CA,7/12/2020 20:26,66.15,-65.71,50,81,75,13.87
427,Jaguaquara,BR,7/12/2020 20:26,-13.53,-39.97,68.61,82,47,3.83
428,Kyren,RU,7/12/2020 20:26,51.68,102.14,56.82,78,6,0.69
429,Fairbanks,US,7/12/2020 20:24,64.84,-147.72,66,55,20,3.29
430,Vestmannaeyjar,IS,7/12/2020 20:26,63.44,-20.27,51.33,93,100,6.33
431,Ahuimanu,US,7/12/2020 20:24,21.44,-157.84,84.2,48,75,16.11
432,Ranir Bazar,IN,7/12/2020 20:26,23.83,91.37,77.34,95,100,7.58
433,Quatre Cocos,MU,7/12/2020 20:26,-20.21,57.76,72,73,20,14.99
434,Tessalit,ML,7/12/2020 20:26,20.2,1.01,96.39,18,26,4.76
435,Jian,CN,7/12/2020 20:26,27.12,114.98,78.58,83,100,3.83
436,Bollnas,SE,7/12/2020 20:26,61.35,16.39,52.3,79,65,4.18
437,Ahipara,NZ,7/12/2020 20:25,-35.17,173.17,55.47,89,18,6.76
438,Oistins,BB,7/12/2020 20:26,13.07,-59.53,84.2,79,40,10.29
439,Warrensburg,US,7/12/2020 20:26,38.76,-93.74,87.8,40,0,8.05
440,Hakkari,TR,7/12/2020 20:26,37.58,44.17,58.51,66,59,4.09
441,Saint George,US,7/12/2020 20:24,37.1,-113.58,108,12,1,4.7
442,Loei,TH,7/12/2020 20:26,17.42,101.5,65.44,100,100,2.39
443,Mwinilunga,ZM,7/12/2020 20:26,-11.74,24.43,63.12,46,3,6.04
444,Champerico,GT,7/12/2020 20:26,14.3,-91.92,89.6,62,40,9.17
445,Martapura,ID,7/12/2020 20:26,-3.42,114.85,73.11,97,89,1.25
446,Mitsamiouli,KM,7/12/2020 20:24,-11.38,43.28,77.7,73,0,5.26
447,Camacupa,AO,7/12/2020 20:26,-12.02,17.48,59.2,34,0,3.38
448,Stephenville,US,7/12/2020 20:23,32.22,-98.2,100.99,32,1,9.17
449,Pedernales,DO,7/12/2020 20:26,18.04,-71.74,75.2,94,40,18.34
450,Gamba,GA,7/12/2020 20:24,-2.65,10,70.9,91,19,6.64
451,Birin,NP,7/12/2020 20:26,26.89,88.07,63.9,100,98,1.1
452,Cairns,AU,7/12/2020 20:21,-16.92,145.77,70,83,90,10.29
453,Hambantota,LK,7/12/2020 20:26,6.12,81.12,80.73,80,98,16.89
454,Marrakesh,MA,7/12/2020 20:21,31.63,-8.01,93.2,30,40,8.05
455,Zambezi,ZM,7/12/2020 20:26,-13.54,23.1,61.57,39,0,4.23
456,Alexandria,EG,7/12/2020 20:26,31.22,29.96,78.8,74,40,9.17
457,Camana,PE,7/12/2020 20:26,-16.62,-72.71,63.46,65,7,6.98
458,Mwense,ZM,7/12/2020 20:26,-10.38,28.7,69.69,39,8,6.67
459,Jumla,NP,7/12/2020 20:26,29.27,82.18,59.02,70,42,2.44
460,Ust-Tsilma,RU,7/12/2020 20:26,65.44,52.15,55.99,91,80,9.66
461,Caravelas,BR,7/12/2020 20:22,-17.71,-39.25,73.72,75,48,4.45
462,San Felipe,VE,7/12/2020 20:26,10.34,-68.74,80.78,82,98,1.92
463,Bongandanga,CD,7/12/2020 20:26,1.5,21.05,78.44,71,94,1.43
464,Phatthalung,TH,7/12/2020 20:26,7.5,100.08,76.75,88,100,3.49
465,Pitsunda,GE,7/12/2020 20:26,43.16,40.34,75.2,69,20,4.47
466,Bilma,NE,7/12/2020 20:26,18.69,12.92,92.75,29,81,8.97
467,Taybad,IR,7/12/2020 20:26,34.74,60.78,76.6,19,5,13.15
468,Blackwater,AU,7/12/2020 20:24,-23.58,148.88,51.51,58,41,8.59
469,Kedrovyy,RU,7/12/2020 20:26,56.17,91.82,51.8,93,1,2.8
470,Sao Felix Do Xingu,BR,7/12/2020 20:26,-6.64,-51.99,90.23,42,61,3.4
471,Saint-Francois,FR,7/12/2020 20:22,46.42,3.91,73.4,33,41,3.36
472,Bida,NG,7/12/2020 20:26,9.08,6.02,76.69,88,100,1.57
473,Maragogi,BR,7/12/2020 20:26,-9.01,-35.22,75.7,79,16,8.37
474,Iquique,CL,7/12/2020 20:26,-20.22,-70.14,60.8,67,20,8.05
475,Oksfjord,NO,7/12/2020 20:26,70.24,22.35,60.8,59,100,6.93
476,Ugoofaaru,MV,7/12/2020 20:25,5.67,73,83.44,69,46,2.71
477,Onalaska,US,7/12/2020 20:26,43.88,-91.24,82.4,42,75,4.7
478,Kapit,MY,7/12/2020 20:26,2.02,112.93,72.21,94,100,0.98
479,Jalu,LY,7/12/2020 20:26,29.03,21.55,80.15,46,0,17.05
480,Lixourion,GR,7/12/2020 20:26,38.2,20.43,78.8,69,0,9.17
481,Manokwari,ID,7/12/2020 20:26,-0.87,134.08,78.82,74,96,2.48
482,Antalaha,MG,7/12/2020 20:26,-14.9,50.28,69.06,88,24,7.65
483,Ruwi,OM,7/12/2020 20:26,23.6,58.55,91.4,75,63,2.24
484,San Patricio,MX,7/12/2020 20:26,19.22,-104.7,87.8,74,40,11.41
485,Nanortalik,GL,7/12/2020 20:26,60.14,-45.24,48.11,85,100,11.12
486,Ananas,HT,7/12/2020 20:26,19.25,-71.96,87.8,58,75,16.11
487,Santa Rosa,PH,7/12/2020 20:26,14.31,121.11,82,88,100,1.57
488,Talas,TR,7/12/2020 20:26,38.69,35.55,71.6,56,0,10.29
489,Libreville,GA,7/12/2020 20:26,0.39,9.45,78.8,88,40,5.82
490,Maniitsoq,GL,7/12/2020 20:26,65.42,-52.9,48.7,72,99,15.21
491,Urumqi,CN,7/12/2020 20:26,43.8,87.6,69.8,49,100,2.24
492,Santa Rosa De Lima,SV,7/12/2020 20:26,13.62,-87.89,95,46,20,8.05
493,Manta,EC,7/12/2020 20:26,-0.95,-80.73,77.31,77,65,13.11
494,Galle,LK,7/12/2020 20:26,6.04,80.22,80.91,84,91,9.08
495,Ukiah,US,7/12/2020 20:26,39.15,-123.21,96.8,16,1,6.93
496,Aljezur,PT,7/12/2020 20:26,37.32,-8.8,82,57,1,7.27
497,Appleton,US,7/12/2020 20:24,44.26,-88.42,79,44,75,5.82
498,Codrington,AU,7/12/2020 20:25,-38.27,141.97,43.65,89,0,3.09
499,Turbo,CO,7/12/2020 20:26,8.09,-76.73,87.8,66,40,7.45
500,Serebryanyy Bor,RU,7/12/2020 20:26,56.8,124.8,67.5,63,34,2.39
501,Nyaunglebin,MM,7/12/2020 20:26,17.95,96.73,76.1,94,100,6.22
502,Tukrah,LY,7/12/2020 20:26,32.53,20.58,76.21,78,4,10.47
503,Panguna,PG,7/12/2020 20:26,-6.32,155.48,68.99,100,100,0.72
504,Alugan,PH,7/12/2020 20:26,12.22,125.48,78.3,86,100,5.03
505,Tyukhtet,RU,7/12/2020 20:26,56.54,89.3,55.2,91,0,5.21
506,Sheridan,US,7/12/2020 20:26,44.83,-106.92,100.4,10,1,4.7
507,Maple Creek,CA,7/12/2020 20:26,49.92,-109.48,77.02,36,77,18.07
508,Samana,DO,7/12/2020 20:26,19.21,-69.34,91.4,70,20,4.7
509,Devavanya,HU,7/12/2020 20:26,47.03,20.97,60.8,77,0,2.24
510,Harihar,IN,7/12/2020 20:26,14.52,75.8,74.48,83,100,10.87
511,Azare,NG,7/12/2020 20:26,11.68,10.19,78.4,74,87,4.97
512,Katangli,RU,7/12/2020 20:26,51.71,143.23,50.79,96,74,2.51
513,Itarema,BR,7/12/2020 20:26,-2.92,-39.92,80.11,77,58,13.67
514,Poum,NC,7/12/2020 20:26,-20.23,164.02,70.84,77,0,11.1
515,The Valley,AI,7/12/2020 20:23,18.22,-63.06,87.8,70,20,14.99
516,Berlevag,NO,7/12/2020 20:26,70.86,29.09,44.6,87,20,4.7
517,Yar-Sale,RU,7/12/2020 20:25,66.83,70.83,52.83,94,100,10.16
518,Tambun,ID,7/12/2020 20:26,-6.26,107.07,81,83,40,4.7
519,San Policarpo,PH,7/12/2020 20:26,12.18,125.51,78.73,85,100,5.23
520,Cedral,MX,7/12/2020 20:26,23.8,-100.73,83.62,23,1,6.85
521,Weligama,LK,7/12/2020 20:26,5.97,80.42,79.88,86,91,8.55
522,Bosaso,SO,7/12/2020 20:26,11.28,49.18,96.21,36,58,26.71
523,Dauphin,CA,7/12/2020 20:25,51.15,-100.05,80.6,51,40,8.05
524,Lagoa,PT,7/12/2020 20:26,39.05,-27.98,68.95,79,0,16.42
525,Yerofey Pavlovich,RU,7/12/2020 20:26,53.97,121.97,65.95,61,26,3.67
526,Qui Nhon,VN,7/12/2020 20:26,13.77,109.23,79.25,82,3,4.03
527,Ginda,IN,7/12/2020 20:26,30.69,78.49,64.47,72,0,3.18
528,Mount Gambier,AU,7/12/2020 20:26,-37.83,140.77,37.4,100,90,2.24
529,Ossora,RU,7/12/2020 20:26,59.24,163.07,53.4,88,100,9.71
530,Nezhinka,RU,7/12/2020 20:26,51.77,55.37,71.6,73,40,2.24
531,Zelenikovo,MK,7/12/2020 20:26,41.89,21.59,68,64,40,17.22
532,Atbasar,KZ,7/12/2020 20:26,51.8,68.33,64.26,77,7,8.08
533,Khani,GE,7/12/2020 20:25,41.96,42.96,75.2,88,75,3.36
534,Bayan,CN,7/12/2020 20:26,46.08,127.4,65.5,92,0,4.94
535,Pekan,MY,7/12/2020 20:26,3.48,103.4,77,94,20,4.92
536,Labuhan,ID,7/12/2020 20:25,-6.88,112.21,75.7,85,76,7.23
537,Karksi-Nuia,EE,7/12/2020 20:26,58.1,25.56,57,85,0,4.9
538,Ocampo,MX,7/12/2020 20:26,21.65,-101.5,75.31,36,81,12.75
539,Shihezi,CN,7/12/2020 20:26,44.3,86.03,65.66,51,55,2.75
540,Biltine,TD,7/12/2020 20:26,14.53,20.92,89.28,41,77,2.84
541,Narva-Joesuu,EE,7/12/2020 20:26,59.46,28.04,57.67,79,68,5.64
542,Usinsk,RU,7/12/2020 20:24,65.99,57.53,54.9,91,39,15.82
543,Cayenne,GF,7/12/2020 20:26,4.93,-52.33,86,66,23,9.17
544,Kieta,PG,7/12/2020 20:26,-6.22,155.63,78.91,80,100,5.73
545,De-Kastri,RU,7/12/2020 20:26,51.47,140.78,56.66,91,77,2.71
546,Mpulungu,ZM,7/12/2020 20:26,-8.76,31.11,75.7,39,0,9.78
547,Ponta Delgada,PT,7/12/2020 20:25,37.73,-25.67,69.8,68,75,6.93
548,Irati,BR,7/12/2020 20:26,-25.47,-50.65,66.52,74,4,5.08
549,Verkhnevilyuysk,RU,7/12/2020 20:26,63.45,120.32,63.3,73,92,2.19
550,Kalaleh,IR,7/12/2020 20:26,37.38,55.49,75.2,78,36,4.7
551,Kununurra,AU,7/12/2020 20:26,-15.77,128.73,66.2,29,100,6.93
552,Tecoanapa,MX,7/12/2020 20:26,16.52,-98.75,86.61,64,100,10.09
553,Paysandu,UY,7/12/2020 20:25,-32.32,-58.08,59,32,49,1.01
554,Nhulunbuy,AU,7/12/2020 20:25,-12.23,136.77,75.2,60,99,16.11
555,Podsineye,RU,7/12/2020 20:26,53.67,91.54,55.4,93,1,1.48
556,Chabahar,IR,7/12/2020 20:26,25.29,60.64,84.11,83,14,11.43
557,Bardiyah,LY,7/12/2020 20:24,31.76,25.09,74.17,86,0,15.75
558,Raudeberg,NO,7/12/2020 20:26,61.99,5.14,53.6,76,75,6.11
559,Rabat,MA,7/12/2020 20:26,33.99,-6.84,73.99,83,75,11.41
560,Asau,RO,7/12/2020 20:26,46.43,26.4,54,89,100,4.99
561,Soyo,AO,7/12/2020 20:27,-6.13,12.37,72.3,81,0,9.95
562,Qasigiannguit,GL,7/12/2020 20:27,68.82,-51.19,48.2,70,60,5.82
563,Ambon,ID,7/12/2020 20:24,-3.7,128.18,78.37,86,39,15.39
564,Cafarnaum,BR,7/12/2020 20:27,-11.69,-41.47,76.41,46,24,11.23
565,Paracatu,BR,7/12/2020 20:27,-17.22,-46.87,77.18,40,97,1.45
566,Rio Gallegos,AR,7/12/2020 20:24,-51.62,-69.22,33.8,80,0,16.11
567,Genhe,CN,7/12/2020 20:27,50.78,121.52,57.67,65,100,1.14
568,Tsumeb,NA,7/12/2020 20:27,-19.23,17.72,54.55,33,0,8.01
569,Hagere Hiywet,ET,7/12/2020 20:27,8.98,37.85,59.29,86,100,3.89
570,Merano,IT,7/12/2020 20:27,46.67,11.16,71.6,56,4,5.82
571,Benicarlo,ES,7/12/2020 20:27,40.42,0.43,69.01,90,100,1.01
572,Tignere,CM,7/12/2020 20:27,7.37,12.65,64.38,96,78,0.83
573,Gobabis,NA,7/12/2020 20:27,-22.45,18.97,46.4,33,0,1.12
574,Jinchang,CN,7/12/2020 20:27,38.5,102.17,69.06,52,0,3.87
575,Quelimane,MZ,7/12/2020 20:27,-17.88,36.89,68.65,82,74,8.08
576,Upata,VE,7/12/2020 20:27,8.01,-62.4,91,60,8,1.99
577,Skjervoy,NO,7/12/2020 20:24,70.03,20.97,57.2,67,100,6.93
578,Belmonte,BR,7/12/2020 20:27,-15.86,-38.88,73.4,88,75,2.24
579,Neyvo-Shaytanskiy,RU,7/12/2020 20:27,57.73,61.25,62.67,78,0,5.14
580,Nador,MA,7/12/2020 20:27,35.17,-2.93,77,88,75,9.17
581,Baker City,US,7/12/2020 20:27,44.77,-117.83,78.8,31,40,10.29
582,Apodi,BR,7/12/2020 20:27,-5.66,-37.8,82.81,54,48,9.89
583,Kichera,RU,7/12/2020 20:27,55.94,110.1,63.14,80,84,1.28
584,Langarud,IR,7/12/2020 20:27,37.2,50.15,75.2,88,90,4.7
585,Pacific Grove,US,7/12/2020 20:25,36.62,-121.92,80.01,68,1,8.05
586,Khorramshahr,IR,7/12/2020 20:27,30.44,48.17,104,11,0,18.34
587,Buchanan,LR,7/12/2020 20:27,5.88,-10.05,77,94,75,8.84
588,Kuandian,CN,7/12/2020 20:27,40.73,124.78,64.98,88,100,2.51
589,Ozernovskiy,RU,7/12/2020 20:27,51.5,156.52,50.63,92,100,4.43
